full_name,height_cm,weight_kgs
James Perch,154.94,79.8
张玉宁,182.88,68.9
Simon Dawkins,152.4,69.9
Aristote Nkaka,154.94,78.9
Carlos Felipe Ignacio Espinosa Contreras,172.72,69.9
Alexis Niz,154.94,81.2
Jefferson Mena Palacios,182.88,78.9
Dario Vidošić,182.88,73.9
Moreno Rutten,152.4,68.9
Jorge Fellipe de Oliveira Figueiro,195.58,88
長泽 骏,193.04,82.1
Alex Gilbey,182.88,73
Ali Crawford,152.4,64
Nicholas Siega,152.4,73
Jonathan Montiel Caballero,172.72,67.1
Ignacio Agustín Sánchez Romo,152.4,69.9
Thanos Petsos,182.88,79.8
Vincenzo Rennella,187.96,78
Gustavo Gotti,154.94,83
Samuele Campo,152.4,69.9
İlhan Depe,172.72,66.2
Quentin Westberg,182.88,73
Rai Vloet,187.96,74.8
Scott Sutter,154.94,81.2
Johnatan Opoku,185.42,82.1
三好 康児,167.64,64
Sakıb Aytaç,187.96,84.8
Sean Goss,152.4,71.2
Daouda Karamoko Bamba,182.88,74.8
Ivan Bandalovski,182.88,77.1
Youssouf Koné,175.26,71.2
Marky Delgado,175.26,66.2
Tommy Rowe,154.94,81.2
Björn Kopplin,182.88,79.8
Alex Muyl,154.94,78.9
George Honeyman,172.72,72.1
Jason McCarthy,185.42,79.8
Juan David Valencia Hinestroza,182.88,77.1
Marius Mouandilmadji,182.88,74.8
太田 宏介,152.4,78
Kolja Pusch,154.94,76.2
황기욱 黄起旭,185.42,77.1
José Juan Figueiras García,182.88,82.1
Jordan Harvey,154.94,79.8
Bruno Xavier Almeida Costa,175.26,66.2
Gian-Luca Itter,185.42,72.1
Sam Cosgrove,187.96,82.1
Josepablo Monreal,190.5,76.2
Daniel Martín Fernández,185.42,76.2
Nazareno Damián Solís,170.18,69.9
João Pedro Pereira Silva,187.96,78.9
Elvis David Mosquera Valdés,182.88,77.1
Modou Diagne,187.96,73.9
Troels Kløve Hallstrom,152.4,76.2
Jack Whatmough,190.5,78
신세계 申西桂,152.4,73
Hallur Hansson,182.88,77.1
Lion Schweers,187.96,88.9
Ramon Ginés Arias Quinteros,154.94,83.9
Asavela Mbekile,172.72,72.1
Richard Weil,182.88,81.2
Milan Vilotić,190.5,83.9
Herman Sørby Stengel,154.94,73.9
Jasmin Burić,193.04,79.8
Gonçalo Bento Soares Cardoso,187.96,83
Tiago Casasola,187.96,83.9
Joan Ángel  Román i Ollè,175.26,69.9
Andrew Halliday,172.72,67.1
Gonzalo Cacicedo Verdú,185.42,79.8
Matt Polster,182.88,77.1
George Dobson,185.42,74.8
Luke Hyam,152.4,72.1
Garath McCleary,182.88,76.2
Lee Camp,182.88,73.9
Neyder Lozano,185.42,77.1
Khalid Karami,154.94,73
Denis Thomalla,185.42,74.8
Nick Marsman,187.96,88
Dennis Srbeny,190.5,83
Cristiano Del Grosso,170.18,66.2
Lautaro Dante Geminiani,152.4,73.9
Simone Rapp,193.04,81.2
Jérôme Hergault,185.42,79.8
Aleksandar Miljković,182.88,74.8
Leandro Nicolás Díaz,182.88,78
Mohamed Amine Chermiti,152.4,72.1
Ferris N'Goma,175.26,68.9
Alexander Fuchs,182.88,73.9
Michael Bostwick,193.04,88.9
Lewis Wing,154.94,74.8
Mohamed Djetei,185.42,74.8
室屋 成,175.26,68
Matti Steinmann,187.96,78.9
José Érik Correa Villero,185.42,79.8
Jason Naismith,187.96,83
Kristian Fardal Opseth,187.96,89.8
Konstantin Engel,152.4,78.9
Farshad Ahmadzadeh,175.26,69.9
Petter  Strand,175.26,71.2
Umaru Bangura,154.94,74.8
Soufyan Ahannach,172.72,66.2
Kamil Jóźwiak,175.26,69.9
Bart Straalman,193.04,73.9
Hakan Çinemre,182.88,77.1
Carlos Rivas,172.72,91.2
Vivaldo Neto,182.88,84.8
Lucas Alves de Araujo,193.04,88.9
Danny Bakker,152.4,69.9
Łukasz Burliga,185.42,81.2
Edis Ibargüen,182.88,77.1
Joshua Emmanuel,154.94,69.9
Marvin Ajani,187.96,86.2
Kenneth Paal,152.4,69.9
Felix Lohkemper,154.94,76.2
谷口 博之,182.88,73
Carlos Valverde Doblado,175.26,67.1
Nicky Maynard,154.94,69.9
Aslak Fonn Witry,152.4,76.2
Sebastián Díaz Aracena,175.26,78
Josimar Milton Feijoo Chissano,172.72,71.2
Yannis Tafer,154.94,67.1
Dries Saddiki,152.4,77.1
Sepp van den Berg,187.96,78
Martin Boyle,152.4,69.9
Tahith Chong,182.88,69.9
Andrés Murillo,182.88,74.8
Anssi Jaakkola,193.04,88
Kristoffer  Knudsen Larsen,182.88,73.9
Danilo Acosta,154.94,77.1
Yanni Regäsel,175.26,72.1
Ben Alnwick,182.88,79.8
Giovanni Korte,170.18,71.2
Taijo Teniste,172.72,64.9
Tony Andreu,152.4,73
Ariel Elías Martínez Arce,175.26,68.9
Matthew Kennedy,175.26,64.9
Farid El Mellali,167.64,59.9
Sadegh Moharrami,175.26,71.2
Sebastian Stolze,182.88,69.9
Robert Åhman Persson,187.96,83.9
Devante Cole,185.42,73
Jonathan Levi,185.42,74.8
Jacob Barrett Laursen,154.94,76.2
João Pedro Almeida Machado,152.4,68.9
Sascha Horvath,165.1,67.1
Kennedy Igboananike,175.26,69.9
Tiago Marques Rezende,193.04,78
Fantamady Diarra,175.26,69.9
Gonzalo Emanuel Rodríguez,152.4,68.9
Luis Argudo,175.26,68
Martin Angha,187.96,78.9
Ricardo  Clark,152.4,74.8
Oscar Ribera,175.26,69.9
Francesco Cosenza,187.96,87.1
Ferdinando Del Sole,152.4,68
Alliou Dembélé,167.64,64.9
Miguel Ángel Solís Lerma,185.42,83
Dmitriy Barinov,152.4,72.1
Jeppe Tverskov,185.42,84.8
Deivy Alexander Balanta Abonía,185.42,81.2
Matt Lampson,190.5,91.2
Lloyd Isgrove,172.72,72.1
Chris Forrester,154.94,68
Otar Kiteishvili,172.72,64.9
Federico Proia,185.42,76.2
Andrea Pinamonti,187.96,72.1
함석민 咸胜明,190.5,79.8
Baptiste Valette,185.42,78
Jesper Bøge Pedersen,154.94,69.9
Iván Erquiaga,175.26,72.1
Daniel Cappelletti,182.88,76.2
和田 拓也,170.18,63
Filippo Perucchini,190.5,88.9
Kari Arkivuo,175.26,72.1
Alejandro Bernal Ríos,182.88,79.8
Senna Miangue,193.04,81.2
Anders K. Jacobsen,182.88,76.2
Alfred Planas Moyà,154.94,74.8
Rafał Boguski,172.72,69.9
Joel Asoro,175.26,74.8
Clément Depres,187.96,79.8
Martin Konczkowski,154.94,73.9
Teenage Hadebe,154.94,83.9
Gautier Lloris,190.5,83
Josh Meekings,182.88,78
Sven Braken,187.96,84.8
Bruno Miguel Santos Leite,182.88,74.8
Dennis Widgren,154.94,74.8
Nicklas Bärkroth,172.72,74.8
Martin Kobras,182.88,79.8
Nicola Madonna,182.88,72.1
Tomáš Černý,182.88,83
Luca Martinelli,185.42,73
Jamie Jones,190.5,91.2
Jure Balkovec,185.42,73.9
Patrick Herrmann,152.4,83.9
Renato Augusto Santos Júnior,185.42,78
Sebastián Moyano,187.96,78
Lukas Königshofer,193.04,88.9
Juan Rodríguez Martínez,182.88,83
David Edward Martin,187.96,86.2
Mateus Anderson Veloso Sousa,170.18,67.1
Tiago Augusto Oliveira Castro,175.26,68.9
Alessandro Plizzari,187.96,73
Dylan Gissi,193.04,86.2
Jayden Bogle,152.4,68.9
Francisco Ortega,152.4,74.8
Léon Bergsma,185.42,72.1
Emílio Dener Trevões Teixeira,152.4,72.1
Marco Migliorini,193.04,86.2
Happy Jele,154.94,69.9
Harun Alpsoy,185.42,78
Markus Halsti,185.42,83.9
Soufiane Bidaoui,167.64,63
Nicola Ravaglia,182.88,83.9
Tamás Szántó,152.4,73
Danilo Manuel Sacrio Dano,175.26,72.1
Higinio Marín Escavy,182.88,78.9
Joe Rafferty,182.88,74.8
Nick Bakker,187.96,81.2
Pablo Ignacio Becker,172.72,72.1
Fabian Holthaus,154.94,76.2
Kieran Sadlier,182.88,66.2
Sindrit Guri,187.96,86.2
Mart Lieder,187.96,84.8
Ikoma Loïs Openda,175.26,74.8
Gabriel Rojas,172.72,68
Nahuel Molina,175.26,69.9
Sam Adekugbe,175.26,74.8
Mohamed Gouaida,152.4,72.1
Daniel Bachmann,190.5,81.2
Zlatan Alomerović,187.96,84.8
Abenego Tembeng,187.96,84.8
Deyovaisio Zeefuik,152.4,76.2
Cameron Kerr,175.26,74.8
Ryan Yates,190.5,77.1
Chukwuemeka Ademola Amachi Aneke,190.5,83
小泉 庆,172.72,68.9
James Wilson,182.88,73
Niccolò Manfredini,190.5,79.8
Kévin Mayi,182.88,78
Mauro Alberto Laínez Leyva,170.18,66.2
Markus Ballmert,172.72,68
Frédéric Brillant,187.96,82.1
Souleymane Diarra,172.72,62.1
Raphael William Doninho Oliveira,167.64,64
李磊,182.88,66.2
Kevin Conboy,185.42,77.1
Ouasim Bouy,154.94,78.9
Sam Mantom,175.26,69.9
César Eduardo Cercado Luna,170.18,69.9
Gianluca Nijholt,182.88,78.9
Adam Mohamad El-Abd,154.94,88
Edgar Babayan,154.94,73
김용대 金大勇,187.96,81.2
Ángel Trujillo Canorea,152.4,78.9
Oluwatosin Adarabioyo,195.58,79.8
Michaël Heylen,187.96,82.1
Luis Nery Caballero Chamorro,185.42,83
Joonas Tamm,193.04,97.1
Jay Bothroyd,190.5,88.9
Sergiy Gryn,152.4,72.1
Marco Thiede,152.4,74.8
张鹭,193.04,84.8
Ramon Pascal Lundqvist,152.4,73.9
Anthony Maisonnial,187.96,73.9
Maciej Jankowski,154.94,68
Samuel Geoffroy Camille,175.26,68.9
James Norwood,175.26,73
Lucas de Souza Cunha,185.42,77.1
Pa Konate,152.4,72.1
Ken Ilsø Larsen,182.88,77.1
米仓 恒貴,175.26,68
Andrew Taylor,152.4,68.9
Craig Tanner,175.26,66.2
Gary Roberts,152.4,73.9
Maximilian Rossmann,193.04,89.8
Leonardo Enrique Saldaña Carvajal,170.18,66.2
Jem Karacan,175.26,67.1
Alex Sola López-Ocaña,152.4,74.8
Ulises Cardona,152.4,67.1
Jorge Segura,187.96,79.8
Juan Camilo Vela Ospina,175.26,68.9
Simon Scherder,187.96,86.2
Elías Már Ómarsson,182.88,73
Alexander Brunst-Zöllner,195.58,88
Juan René Abarca Fuentes,175.26,78
Benjamin Kessel,190.5,83
指宿 洋史,195.58,88.9
Juhani Ojala,190.5,84.8
Felix Götze,185.42,78
Rafik Guitane,165.1,59.9
Cedric Itten,187.96,81.2
Jean Armel Drolè,185.42,69.9
Jorge Jonathan Espericueta Escamilla,152.4,77.1
Hakim El Mokeddem,170.18,64.9
Iñigo Muñoz Cuevas,167.64,59.9
Peter Kurzweg,154.94,77.1
李昂,187.96,88
Jorge Santos Silva,154.94,69.9
Oliver Bozanić,152.4,74.8
Davide Frattesi,182.88,73.9
Chris McCann,185.42,74.8
Siyabonga Mpontshane,182.88,78.9
Gabriel Eduardo Sandoval Alarcón,170.18,68
Adama Traoré,152.4,69.9
Jesper Juelsgård Kristensen,182.88,81.2
Sascha Traut,182.88,79.8
Diamond Thopola,152.4,72.1
髙木 俊幸,170.18,64
Glynor Plet,193.04,83.9
Ryan Taylor,187.96,68
Joe Rothwell,185.42,77.1
Lucas Hufnagel,182.88,73
Jonatan Lucca,185.42,76.2
Eddie Nketiah,175.26,69.9
Emmanuel Apeh,154.94,69.9
Thomas Renault,182.88,79.8
Viktor Prodell,190.5,86.2
Arturo Molina Tornero,182.88,74.8
Sebastian Hertner,154.94,74.8
Charalampos Lykogiannis,185.42,78
Luis Ernesto Michel Vergara,182.88,73.9
Aké Loba,154.94,76.2
Fatih Serkan Kurtuluş,154.94,73.9
Tobias Werner,175.26,69.9
Sam McQueen,154.94,69.9
菊地 俊介,154.94,74.8
Harry Pell,193.04,84.8
Mamadou Coulibaly,182.88,77.1
Joaquim Araújo Delgado,187.96,81.2
Karol Mets,190.5,79.8
Timur Zhamaletdinov,182.88,73
Abdón Prats Bastidas,154.94,78.9
Kjell Scherpen,203.2,84.8
Antonio Donnarumma,193.04,96.2
Lukas Gugganig,190.5,83
정승용 郑胜永,182.88,83
Lee Novak,182.88,78
Mustafa Abdellaoue,154.94,73.9
Radosław Cierzniak,187.96,81.2
Carlos Lobos,172.72,69.9
René Gartler,182.88,78
Tesho Akindele,185.42,78.9
Andrés Mauricio Restrepo Gómez,175.26,69.9
Frédéric Bong,187.96,91.2
Patrick Joosten,154.94,66.2
윤일록 尹日录,152.4,64.9
Luciano Slagveer,152.4,73.9
Alan Jesús Acosta Montañez,175.26,73
Sergio Gil Latorre,182.88,68
Sonny Stevens,193.04,92.1
Zander Clark,190.5,84.8
이종호 李俊浩,154.94,78
Maximilian Oesterhelweg,154.94,73
Danny Rose,172.72,72.1
류원우 刘源佑,185.42,78
Paolo Fernándes Cantin,170.18,60.8
Floriano Vanzo,152.4,79.8
Kjartan Henry Finnbogason,187.96,83
Óscar Francisco García Quintela,172.72,62.1
Francesco Forte,187.96,74.8
Fernando Evangelista Iglesias,185.42,82.1
Liam Palmer,187.96,81.2
Dyjan Carlos de Azevedo,170.18,64.9
Mads Døhr Thychosen,152.4,64.9
Tomasz Loska,187.96,78.9
Djavan  Anderson,154.94,72.1
Ryan Tafazolli,195.58,93
Graham Burke,175.26,72.1
Ibrahima Camará,190.5,78
Magnus Lekven,152.4,72.1
Eloge Koffi Yao Guy,182.88,76.2
Mike Könnecke,175.26,69.9
Steffen Lie Skålevik,154.94,74.8
中川 寛斗,154.94,57.2
Luca Vignali,182.88,74.8
Darryl Lachman,187.96,74.8
Alessandro Ligi,190.5,83
Christian Eggen Rismark,193.04,87.1
Siriki Dembele,172.72,67.1
Burak Çamoğlu,172.72,67.1
Charlie Colkett,175.26,73.9
Harry Toffolo,182.88,71.2
Adrian Petre,187.96,82.1
Pelle Clement,152.4,67.1
Nikolai Topor-Stanley,190.5,89.8
Andrea Bussaglia,172.72,68.9
Benjamin Chris Muscato Selva,182.88,71.2
노동건 卢东件,193.04,88
Christoph Menz,185.42,78
Hugo Claudio Vallejo Avilés,154.94,77.1
Javier Avilés Cortés,154.94,74.8
金森 健志,170.18,73.9
Juan David Ríos Henao,175.26,67.1
Julian Ryerson,182.88,82.1
Julián Vitale,182.88,81.2
Óscar Alexander Whalley Guardado,190.5,79.8
Stefan Mauk,175.26,64
Jakob Haugaard,198.12,87.1
Marco Ospitalieri,154.94,71.2
Steven de Sousa Vitória,195.58,86.2
André Oliveira Silva,152.4,72.1
Mohammed Abdu Khubrani,154.94,68
Oğuzhan Berber,175.26,67.1
Manfred Gollner,185.42,79.8
Mohamed Naamani,195.58,93.9
Randell Williams,172.72,76.2
최효진 崔孝镇,172.72,69.9
Chris Duvall,152.4,72.1
송진형 宋金亨,175.26,64.9
Zvonimir Kozulj,154.94,76.2
Jaka Bijol,190.5,84.8
Michał Kopczyński,154.94,69.9
Eray Ataseven,154.94,69.9
Mathis Gazoa  Kippersund Bolly,185.42,77.1
Luis Alfonso Ledesma Galán,185.42,77.1
Anton Krešić,198.12,83
Daniel Castillo,154.94,78
Federico Milo,154.94,74.8
Bismark Adjei-Boateng,154.94,73
Sören Brandy,182.88,78.9
Arnór Smárason,182.88,76.2
Roberto Massimo,185.42,74.8
Tawfiq Bu Haymid,170.18,68
Héctor Acosta Quintero,152.4,76.2
Eduardo David Espiau Hernández,185.42,78.9
Tracy Mpati,175.26,69.9
Matti Lund Nielsen,182.88,73.9
Allef de Andrade Rodrigues,175.26,72.1
Scott Golbourne,172.72,77.1
Tomislav Božić,182.88,77.1
Noah Sonko Sundberg,187.96,83.9
Alexander Stolz,187.96,88.9
Michael Orozco Fiscal,175.26,76.2
Karol Świderski,182.88,78
Johan Lædre Bjørdal,187.96,83
Hubert Matynia,154.94,69.9
Radoslav Kirilov,170.18,59.9
Kwesi Appiah,154.94,79.8
Miguel Loureiro Ameijenda,154.94,76.2
Joshua Pérez,165.1,64
Rory McArdle,185.42,73
Lukas Grozurek,187.96,83
김진야 金真冶,152.4,63
Ibrahim Šehić,190.5,78.9
Gavin Gunning,187.96,79.8
Kortne Ford,187.96,83.9
Walter Ponce,154.94,68
Patricio Felipe Jerez Aguayo,154.94,79.8
Jon Guthrie,193.04,82.1
Kane Hemmings,185.42,78
Henrique de Andrade Silva,165.1,59.9
Philip Haglund,187.96,88
Francisco Feuillassier,172.72,68.9
Jorge Luis Deschamps,182.88,77.1
Yannick M'Bone,185.42,82.1
Omar Santana Cabrera,175.26,64.9
Sebastián Gómez Londoño,170.18,67.1
Jorge Lozano,185.42,78.9
Luke Amos,152.4,72.1
Michael Langer,195.58,93
Enis Hajri,187.96,73.9
Gael Bigirimana,172.72,71.2
Zoran Arsenić,187.96,74.8
Robin Scheu,152.4,73.9
Hernán Da Campo,175.26,69.9
Juan del Cármen Cámara Mesa,154.94,66.2
Jonson Clarke-Harris,182.88,71.2
Muhayer Oktay,175.26,74.8
Douglas Bergqvist,185.42,87.1
Jafar Arias,190.5,79.8
Clévid Dikamona,187.96,86.2
José Antonio González Estrada,182.88,71.2
Julián Carranza,182.88,74.8
Fernando Beltrán Cruz,165.1,66.2
Cody Cropper,193.04,91.2
Pascal Sohm,185.42,77.1
Carlos Cordero Pérez,154.94,76.2
Amir Hadžiahmetović,152.4,69.9
Craig Halkett,182.88,74.8
Henrik Rørvik Bjørdal,187.96,88.9
Julian-Maurice Derstroff,182.88,74.8
韩鹏,187.96,84.8
Kebba Ceesay,154.94,73.9
Alejandro Duarte,152.4,76.2
Timo Röttger,175.26,76.2
Maxim Leitsch,187.96,74.8
Juan Andrés Leiva Mieres,154.94,77.1
Silvano Torrizales,152.4,74.8
Gabriel Rodrigues da Silva,193.04,86.2
Robert Gojani,175.26,71.2
Cristian Andrés Palomeque Valoyes,170.18,72.1
Paddy Madden,182.88,76.2
Ryan Edwards,187.96,76.2
Adam Marciniak,185.42,78
Gaëtan Poussin,182.88,82.1
Víctor Álvarez Rozada,170.18,64
Damià Sabater Tous,152.4,73.9
Mauro Rafael Geral Cerqueira,152.4,78.9
Marcos Pinto,172.72,73.9
Luke Berry,152.4,72.1
Raphael da Silva Arruda,190.5,83
Mohammed Dauda,175.26,68.9
Roman Kerschbaum,154.94,74.8
Andriy Batsula,185.42,78.9
Bonke Innocent,154.94,69.9
Cristian Gabriel Esparza,167.64,68.9
Olmes García,182.88,73.9
Jamie Hanson,152.4,78.9
Hendrick Zuck,175.26,68.9
Mikkel Kirkeskov,185.42,79.8
Makis Giannikoglou,187.96,84.8
Pedro José Moreira da Silva,187.96,76.2
최규백 崔圭伯,187.96,76.2
Erik Alexander Expósito Hernández,182.88,78
Nabil Aankour,172.72,69.9
Gaëtan Paquiez,182.88,72.1
Tomasz Hołota,182.88,83.9
Raúl José Asencio Moraes,187.96,78
Ethan Pinnock,193.04,78.9
Shane O'Neill,187.96,86.2
Jake Jervis,190.5,82.1
Rodney Wallace,182.88,74.8
João Lamine Jaquité,172.72,64.9
Torgeir Børven,185.42,72.1
Antoine Leautey,172.72,68
Niklas Landgraf,154.94,68
Hamilton Piedra,182.88,78
Bukayo Saka,152.4,69.9
Saleh Al Jaman,175.26,64.9
Wouter Marinus,152.4,73
Joseph Mills,175.26,69.9
Arild Østbø,182.88,74.8
Karim Guédé,182.88,87.1
Sebastien Uchechukwu Ibeagha,187.96,84.8
David Mayoral Lastras,172.72,71.2
Kai Eisele,190.5,76.2
Olivier Verdon,190.5,84.8
Simon Olsson,185.42,81.2
Paul Gladon,187.96,83
Charles Pickel,182.88,76.2
Josh Sargent,185.42,78.9
橋本 拳人,154.94,73.9
Georgiy Melkadze,182.88,83.9
Augustín Palavecino,154.94,73
Nikita Korzun,175.26,68
Joe Riley,182.88,71.2
Ofir Marciano,193.04,87.1
Andy Butler,182.88,83
Ousseynou Cissé,195.58,84.8
Bader Al Nakhli,152.4,68.9
윤빛가람 尹光河,152.4,74.8
Tomáš Holý,205.74,102.1
Julien Serrano,154.94,64.9
Rubin Seigers,187.96,83
Gino Fechner,187.96,78
Ariel Borysiuk,152.4,69.9
Karl Sheppard,154.94,79.8
Junio Ricardo da Rocha,182.88,74.8
Cristian Martinez,170.18,78.9
Paolo Yrizar,182.88,78
황인범 In Beom Hwang,152.4,69.9
Michael Johnston,175.26,66.2
Sergio Esteban Romero Méndez,172.72,69.9
Brek Shea,190.5,86.2
Jordy Thomassen,187.96,78
高准翼,185.42,69.9
Ulisses Garcia,182.88,82.1
John Welsh,170.18,73
Lee Brown,182.88,78.9
Marius Bülter,187.96,84.8
Andreas Hanche-Olsen,185.42,73.9
Abdoulaye Diallo,182.88,77.1
Cyril Mandouki,154.94,73
Jesús Godínez,182.88,78.9
Emmanuel Iyoha,190.5,86.2
Jhon Alexander Cano Angulo,175.26,73.9
Christian Klem,172.72,71.2
Issouf Paro,182.88,78.9
Iury Lirio Freitas de Castilho,185.42,71.2
Jannik Pohl,182.88,77.1
Alexander Kolev,190.5,81.2
Roger Brugué Ayguade,172.72,68
Fredrik Pallesen Knudsen,190.5,83
Charles Elie Laprevotte,154.94,73
Tom Hopper,185.42,76.2
Hamdi Dahmani,152.4,78
Jamie Ness,152.4,69.9
Omar Eddahri,185.42,77.1
Angelo Corsi,154.94,72.1
Adnan Ibrahem Falatah,175.26,69.9
César Ortiz Puentenueva,182.88,72.1
Joona Toivio,185.42,87.1
Dominic Baumann,152.4,81.2
Scott Wagstaff,152.4,78.9
João Gervásio Bragança Moutinho,182.88,69.9
Dániel Gazdag,152.4,76.2
Nikita Medvedev,193.04,79.8
Darius Charles,185.42,84.8
Aly Ndom,187.96,79.8
Christian Doidge,185.42,77.1
Luis Alberto Tipton Palacio,152.4,78
新井 翔太,185.42,82.1
Stefan Payne,152.4,73.9
Luís Pedro de Freitas Pinto Trabulo,187.96,78
Robin van der Meer,195.58,86.2
Ben Close,175.26,74.8
杨智,185.42,78.9
丸橋 祐介,152.4,73
Eric Miller,182.88,78.9
Dominic Gape,175.26,69.9
Ryan McLaughlin,175.26,68.9
Ethan Ampadu,182.88,72.1
Jay Chapman,182.88,71.2
Markel Areitio Cedrún,154.94,68.9
Damil Dankerlui,172.72,71.2
Bill Tuiloma,182.88,78
André Ibsen Rømer,185.42,73.9
Matt Ingram,190.5,82.1
Lucas Marques de Oliveira,152.4,72.1
Norberto Briasco,152.4,82.1
Jonathan Maximiliano Sabbatini Perfecto,175.26,71.2
Benjaloud Youssouf,175.26,73.9
Juan David Rodríguez Rico,154.94,69.9
Joseph Mendes,185.42,79.8
Alejandro Díaz Liceága,175.26,72.1
Ethan Ebanks-Landell,187.96,88
Jordan Thorniley,154.94,64
Dominic Poleon,175.26,82.1
Thomas Schrammel,175.26,74.8
Argyris Kampetsis,185.42,81.2
Quentin Maceiras,154.94,74.8
Dominik Szoboszlai,185.42,69.9
Álvaro Fernández Llorente,187.96,74.8
赵宇豪,154.94,78.9
Elacio José Córdoba Mosquera,175.26,72.1
Boulaye Dia,154.94,74.8
Philipp Hoffmann,185.42,76.2
Filip Rogic,154.94,77.1
Nilson Loyola,175.26,64
Claudio Ezequiel Mosca,154.94,73.9
Graham Cummins,152.4,74.8
Jonathan Clauss,185.42,72.1
Luke Prosser,190.5,78.9
Michael O'Connor,154.94,78.9
Alassane N'Diaye,152.4,67.1
Alberto Gerbo,152.4,69.9
Steve Lawson,152.4,77.1
Francisco López Manzanara,182.88,72.1
Idriz Voca,154.94,73.9
Gilli Rólantsson Sørensen,187.96,82.1
Nils Miatke,152.4,76.2
Adam Chicksen,172.72,73.9
Felipe Ponce Ramírez,152.4,67.1
Carl McHugh,182.88,84.8
Richard Ruíz Toledo,175.26,72.1
Luca Emanuel Meisl,182.88,79.8
Luca de la Torre,152.4,68
Jordy Hiwula,152.4,76.2
Rédah Atassi,182.88,81.2
Yerson Flavio Opazo Riquelme,175.26,73
Nicky Devlin,182.88,73
Alexandre De Bruyn,152.4,68.9
Phillip Tietz,190.5,81.2
Stephen Dooley,154.94,79.8
Alex Arthur Rufer,182.88,74.8
Bartosz Kwiecień,185.42,79.8
Tim Danneberg,187.96,73
六反 勇治,187.96,79.8
Cristóbal Alberto Vergara Maldonado,175.26,69.9
Marcos López,175.26,67.1
Michael Breij,154.94,72.1
Carlos Eugenio Tavares dos Santos,152.4,68.9
Marcel Alves Pereira,187.96,76.2
Epaminondas Pantelakis,187.96,81.2
Bernd Gschweidl,152.4,73
Jimmy Ockford,185.42,83
Nico Neidhart,152.4,68
Dever Orgill,182.88,81.2
Dominik Stroh-Engel,198.12,93.9
Johan Manuel Bravo Díaz,172.72,72.1
Daniel Wein,185.42,81.2
Matt Tootle,172.72,77.1
Fatih Aksoy,187.96,78
Grady Diangana,175.26,73
Mateus Bernardo Couteira Machado,152.4,74.8
Eder Ricardo Steer Lara,182.88,78.9
Michelangelo Albertazzi,185.42,73
David Forde,187.96,89.8
姜涛,182.88,76.2
Jesús Marimón,182.88,76.2
Nikola Tkalčić,175.26,69.9
毛剑卿,185.42,74.8
Emmanuel Lomotey,190.5,78.9
早坂 良太,182.88,73
Hendrik Hansen,195.58,88
Lamine Diaby Fadiga,187.96,82.1
Prince Osei Owusu,190.5,87.1
Christopher Mueller,175.26,73.9
Walter Fabián Assmann,190.5,82.1
Gennaro Ruggiero,152.4,78
Sammy Skytte,190.5,94.8
Niall Mason,154.94,78
Sebastián Luna,152.4,78
Wilmar Santiago Londoño Ruiz,182.88,69.9
遠藤 翼,170.18,63
Gian Filippo Felicioli,154.94,77.1
Johan Mårtensson,154.94,74.8
Kevin Rendón,182.88,73.9
Patrick Breitkreuz,187.96,88.9
Jordi Cortizo,172.72,69.9
Gerrit Wegkamp,193.04,83.9
Patrick Wiegers,185.42,86.2
이윤표 李云彪,182.88,78.9
Amir Absalem,175.26,69.9
James McKeown,187.96,88.9
Mairdel Kaíque Sampaio Muttinho,175.26,71.2
Jonathan Bond,193.04,83.9
Philipp Prosenik,187.96,79.8
Gerardo Ortiz,187.96,83.9
Törles Knöll,182.88,78.9
조성환 赵星桓,182.88,78
Ryan Porteous,185.42,68
Santiago Roa Reyes,152.4,72.1
Stevie Mallan,152.4,68.9
Alexander Stølås,182.88,74.8
Boné Uaferro,190.5,88
Flamur Kastrati,154.94,77.1
Fabián Henríquez,185.42,73.9
